page_type,race_rec,sex,year_dx,interval,alive_at_start,died,lost_to_followup,obs_int,obs_cum,exp_int,exp_cum,rel_int,rel_cum,obs_se_int,obs_se_cum,rel_se_int,rel_se_cum
0,0,2,14,20,152,11,2,0.9271523,0.0317305,0.9527575,0.5175301,0.9731252,0.0613113,2.11492,0.26189,2.21979,0.50603
0,0,2,14,21,139,8,3,0.9418182,0.0298843,0.953893,0.4936684,0.9873416,0.0605352,1.9963,0.25465,2.09279,0.51584
0,0,2,14,22,128,15,0,0.8828125,0.0263822,0.9533312,0.4706295,0.9260291,0.0560574,2.84295,0.24033,2.98213,0.51066
0,0,2,14,23,113,6,4,0.9459459,0.0249562,0.9501184,0.4471537,0.9956085,0.0558112,2.14628,0.23428,2.25896,0.52395
0,0,2,14,24,103,11,1,0.8926829,0.022278,0.9482196,0.4239999,0.9414306,0.0525424,3.05718,0.22262,3.22413,0.52506
0,0,2,14,25,91,3,88,NA,NA,0.9490523,0.4023981,NA,NA,NA,NA,NA,NA
0,0,2,15,1,4734,2768,4,0.4150465,0.4150465,0.9758234,0.9758234,0.4253295,0.4253295,0.71629,0.71629,0.73403,0.73403
0,0,2,15,2,1962,767,1,0.6089727,0.252752,0.9781513,0.954503,0.6225752,0.2647996,1.10181,0.63198,1.12642,0.6621
0,0,2,15,3,1194,288,2,0.7585918,0.1917356,0.9766321,0.9321982,0.7767427,0.2056811,1.23897,0.57263,1.26861,0.61428
0,0,2,15,4,904,145,1,0.839513,0.1609645,0.9761303,0.9099469,0.8600419,0.1768944,1.22115,0.53471,1.25101,0.58763
0,0,2,15,5,758,84,1,0.8891089,0.143115,0.9761814,0.8882733,0.910803,0.1611159,1.14087,0.50965,1.1687,0.57376
0,0,2,15,6,673,74,0,0.8900446,0.1273787,0.9748037,0.865892,0.9130501,0.1471069,1.20589,0.48534,1.23706,0.5605
0,0,2,15,7,599,66,0,0.8898164,0.1133437,0.973735,0.8431494,0.9138178,0.1344289,1.27937,0.46158,1.31388,0.54745
0,0,2,15,8,533,41,1,0.9230047,0.1046167,0.9725368,0.8199939,0.9490691,0.1275823,1.15525,0.44571,1.18787,0.54355
0,0,2,15,9,491,48,0,0.9022403,0.0943894,0.9720709,0.7970921,0.9281631,0.1184172,1.34029,0.42588,1.3788,0.5343
0,0,2,15,10,443,44,0,0.9006772,0.0850144,0.97104,0.7740083,0.9275388,0.1098366,1.42104,0.40636,1.46342,0.52501
0,0,2,15,11,399,35,0,0.9122807,0.077557,0.9687216,0.7497986,0.9417367,0.1034371,1.4162,0.38977,1.46193,0.51984
0,0,2,15,12,364,37,1,0.8982118,0.0696626,0.9676293,0.7255271,0.9282602,0.0960166,1.58594,0.37108,1.63899,0.51146
0,0,2,15,13,326,21,0,0.9355828,0.0651752,0.9661553,0.7009719,0.9683565,0.0929783,1.35967,0.35986,1.4073,0.51338
0,0,2,15,14,305,26,2,0.9144737,0.059601,0.9633458,0.6752783,0.9492684,0.0882613,1.60398,0.34529,1.66501,0.51133
0,0,2,15,15,277,16,1,0.9421338,0.0561521,0.9638506,0.6508674,0.9774687,0.0862727,1.40417,0.3359,1.45684,0.51608
0,0,2,15,16,260,24,0,0.9076923,0.0509688,0.9619326,0.6260906,0.9436132,0.081408,1.79515,0.32113,1.86619,0.51291
0,0,2,15,17,236,26,2,0.8893617,0.0453297,0.9611435,0.601763,0.9253162,0.0753282,2.04625,0.30405,2.12897,0.50526
0,0,2,15,18,208,17,1,0.9180723,0.041616,0.9616433,0.5786813,0.954691,0.0719151,1.9039,0.29217,1.97984,0.50489
0,0,2,15,19,190,22,1,0.883905,0.0367845,0.9587429,0.5548067,0.9219416,0.0663016,2.32705,0.27581,2.42718,0.49713
0,0,2,15,20,167,11,1,0.9339339,0.0343543,0.9556679,0.5302109,0.9772578,0.0647937,1.92504,0.26715,2.01434,0.50385
0,0,2,15,21,155,16,0,0.8967742,0.0308081,0.9534887,0.5055501,0.940519,0.0609397,2.44382,0.25386,2.56303,0.50214
0,0,2,15,22,139,17,1,0.8772563,0.0270266,0.9511077,0.4808326,0.9223522,0.0562079,2.78829,0.23869,2.93162,0.49641
0,0,2,15,23,121,10,2,0.9166667,0.0247744,0.9502271,0.4569002,0.9646817,0.0542227,2.52304,0.22918,2.6552,0.50159
0,0,2,15,24,109,7,102,NA,NA,0.9471701,0.4327622,NA,NA,NA,NA,NA,NA
0,0,2,16,1,4897,2825,1,0.4230573,0.4230573,0.9753302,0.9753302,0.433758,0.433758,0.70603,0.70603,0.72389,0.72389
0,0,2,16,2,2071,845,0,0.5919845,0.2504434,0.9773442,0.9532334,0.6057073,0.2627304,1.07995,0.61922,1.10498,0.6496
0,0,2,16,3,1226,275,1,0.7756018,0.1942443,0.9756898,0.9300601,0.7949267,0.2088514,1.19172,0.56545,1.22141,0.60797
0,0,2,16,4,950,141,1,0.8515008,0.1653992,0.9746716,0.9065031,0.8736284,0.1824585,1.154,0.5311,1.18399,0.58588
0,0,2,16,5,808,116,0,0.8564356,0.1416538,0.9734629,0.8824471,0.8797825,0.1605238,1.23357,0.49852,1.2672,0.56493
0,0,2,16,6,692,70,0,0.8988439,0.1273246,0.9717725,0.8575378,0.924953,0.148477,1.14627,0.4766,1.17956,0.55578
0,0,2,16,7,622,67,0,0.892283,0.1136096,0.9706303,0.8323522,0.919282,0.1364922,1.24308,0.45376,1.28069,0.54516
0,0,2,16,8,555,50,0,0.9099099,0.1033745,0.9691643,0.8066861,0.9388603,0.1281471,1.21532,0.43536,1.25399,0.53969
0,0,2,16,9,505,45,0,0.9108911,0.0941629,0.9676527,0.780592,0.9413409,0.1206301,1.26779,0.41766,1.31017,0.53505
0,0,2,16,10,460,48,0,0.8956522,0.0843372,0.9654922,0.7536555,0.9276638,0.1119042,1.42539,0.39743,1.47633,0.52733
0,0,2,16,11,412,37,0,0.9101942,0.0767632,0.9636336,0.7262478,0.9445438,0.1056984,1.40854,0.38074,1.4617,0.52426
0,0,2,16,12,375,39,1,0.8958611,0.0687692,0.9629029,0.6993061,0.9303754,0.0983392,1.57834,0.36197,1.63915,0.51762
0,0,2,16,13,335,34,1,0.8983558,0.0617792,0.9617608,0.6725651,0.934074,0.0918561,1.65222,0.34446,1.71791,0.51216
0,0,2,16,14,300,33,1,0.8898164,0.0549722,0.9645286,0.6487083,0.9225401,0.0847409,1.8093,0.32625,1.87584,0.50292
0,0,2,16,15,266,24,2,0.909434,0.0499935,0.9612969,0.6236013,0.946049,0.0801691,1.76297,0.31213,1.83395,0.50053
0,0,2,16,16,240,29,0,0.8791667,0.0439527,0.9614036,0.5995326,0.9144616,0.0733115,2.10389,0.29388,2.18835,0.49018
0,0,2,16,17,211,18,3,0.9140811,0.0401763,0.9628684,0.5772709,0.9493313,0.0695969,1.93617,0.28179,2.01084,0.48814
0,0,2,16,18,190,22,4,0.8829787,0.0354748,0.9609932,0.5547534,0.9188189,0.063947,2.34438,0.26604,2.43954,0.47957
0,0,2,16,19,164,16,0,0.902439,0.0320139,0.9620078,0.5336771,0.9380787,0.0599873,2.31699,0.25377,2.4085,0.47551
0,0,2,16,20,148,16,0,0.8918919,0.0285529,0.959549,0.5120894,0.9294907,0.0557577,2.55243,0.24063,2.66003,0.4699
0,0,2,16,21,132,13,1,0.9011407,0.0257302,0.9626224,0.4929487,0.936131,0.0521965,2.60281,0.22923,2.70387,0.46501
0,0,2,16,22,118,14,3,0.8798283,0.0226381,0.9641182,0.4752608,0.9125731,0.0476331,3.01257,0.21606,3.12469,0.45462
0,0,2,16,23,101,3,98,NA,NA,0.9651737,0.4587092,NA,NA,NA,NA,NA,NA
0,0,2,17,1,6832,4009,9,0.4128158,0.4128158,0.9744483,0.9744483,0.4236406,0.4236406,0.59585,0.59585,0.61147,0.61147
0,0,2,17,2,2814,1117,2,0.602915,0.2488929,0.9773668,0.9523934,0.6168769,0.2613341,0.92254,0.52354,0.9439,0.54971
0,0,2,17,3,1695,416,1,0.7544999,0.1877896,0.9757385,0.9292869,0.7732603,0.2020793,1.04553,0.47302,1.07152,0.50902
0,0,2,17,4,1278,199,0,0.8442879,0.1585485,0.9747247,0.9057989,0.8661809,0.1750372,1.01424,0.44246,1.04054,0.48847
0,0,2,17,5,1079,157,0,0.8544949,0.1354789,0.9741627,0.8823955,0.8771583,0.1535354,1.07345,0.41462,1.10192,0.46988
0,0,2,17,6,922,91,0,0.9013015,0.1221073,0.9732455,0.8587875,0.9260782,0.1421857,0.98226,0.39669,1.00926,0.46191
0,0,2,17,7,831,81,1,0.9024684,0.110198,0.9715815,0.8343821,0.9288653,0.1320714,1.02948,0.37943,1.05959,0.45474
0,0,2,17,8,749,73,1,0.9024716,0.0994506,0.96972,0.809117,0.9306517,0.1229125,1.08439,0.36267,1.11825,0.44823
0,0,2,17,9,675,63,2,0.9065282,0.0901548,0.9675081,0.7828273,0.9369722,0.1151656,1.12125,0.34717,1.1589,0.44348
0,0,2,17,10,610,57,3,0.906327,0.0817097,0.9662262,0.7563883,0.9380071,0.1080261,1.18119,0.33218,1.22248,0.43917
0,0,2,17,11,550,52,0,0.9054545,0.0739844,0.9650965,0.7299876,0.9382011,0.1013502,1.24759,0.31758,1.29271,0.43505
0,0,2,17,12,498,52,1,0.8954774,0.0662514,0.96325,0.7031606,0.9296417,0.0942194,1.37163,0.30195,1.42396,0.42942
0,0,2,17,13,445,39,1,0.912261,0.0604385,0.9628604,0.6770455,0.9474488,0.0892681,1.3419,0.28945,1.39366,0.42752
0,0,2,17,14,405,32,2,0.9207921,0.0556513,0.9601696,0.6500786,0.958989,0.0856071,1.34361,0.27862,1.39935,0.42859
0,0,2,17,15,371,37,0,0.9002695,0.0501012,0.9604896,0.6243937,0.9373027,0.0802398,1.55565,0.26535,1.61965,0.42497
0,0,2,17,16,334,21,3,0.9368421,0.0469369,0.9609526,0.6000128,0.9749098,0.0782265,1.33399,0.25742,1.38819,0.42902
0,0,2,17,17,310,29,1,0.9063005,0.0425389,0.958962,0.5753894,0.9450848,0.0739307,1.65644,0.24591,1.72732,0.42739
0,0,2,17,18,280,31,2,0.8888889,0.0378124,0.957731,0.5510683,0.9281196,0.0686165,1.88148,0.23278,1.96452,0.42242
0,0,2,17,19,247,31,2,0.8739837,0.0330474,0.9585522,0.5282277,0.9117748,0.0625628,2.11591,0.21861,2.2074,0.41386
0,0,2,17,20,214,19,2,0.9107981,0.0300995,0.9590134,0.5065775,0.9497241,0.0594174,1.95303,0.20931,2.0365,0.41319
0,0,2,17,21,193,17,2,0.9114583,0.0274345,0.9587499,0.4856811,0.9506737,0.0564866,2.05018,0.20051,2.13839,0.41285
0,0,2,17,22,174,8,166,NA,NA,0.9563649,0.4644884,NA,NA,NA,NA,NA,NA
0,0,2,18,1,6923,4075,11,0.4109143,0.4109143,0.9731023,0.9731023,0.4222725,0.4222725,0.59155,0.59155,0.6079,0.6079
0,0,2,18,2,2837,1082,5,0.6182748,0.254058,0.9756651,0.9494219,0.6336958,0.2675923,0.91249,0.52379,0.93525,0.55169
0,0,2,18,3,1750,398,0,0.7725714,0.196278,0.974543,0.9252524,0.7927526,0.2121345,1.00201,0.47808,1.02819,0.5167
0,0,2,18,4,1352,223,0,0.8350592,0.1639037,0.9738888,0.901093,0.8574481,0.1818943,1.00933,0.44568,1.03639,0.4946
0,0,2,18,5,1129,126,2,0.8882979,0.1455953,0.9721661,0.8760121,0.9137305,0.1662024,0.9379,0.42469,0.96475,0.4848
0,0,2,18,6,1001,124,0,0.8761239,0.1275595,0.9711529,0.8507417,0.9021483,0.1499392,1.04126,0.40178,1.07219,0.47227
0,0,2,18,7,877,88,0,0.8996579,0.1147599,0.9699088,0.8251419,0.9275696,0.139079,1.01457,0.38394,1.04604,0.4653
0,0,2,18,8,789,80,3,0.8984127,0.1031018,0.968428,0.7990905,0.9277021,0.1290239,1.07655,0.36639,1.11164,0.45851
0,0,2,18,9,706,69,1,0.902197,0.0930181,0.9659254,0.7718618,0.9340235,0.1205114,1.11835,0.35009,1.1578,0.45356
0,0,2,18,10,636,78,3,0.8770686,0.0815833,0.964789,0.7446838,0.9090781,0.1095543,1.30356,0.33013,1.35114,0.44331
0,0,2,18,11,555,54,2,0.9025271,0.0736311,0.9638412,0.7177569,0.9363857,0.102585,1.26014,0.31519,1.30741,0.43913
0,0,2,18,12,499,50,0,0.8997996,0.0662532,0.9634946,0.6915549,0.9338917,0.0958033,1.34418,0.30038,1.39511,0.43435
0,0,2,18,13,449,27,1,0.9397993,0.0622648,0.962055,0.6653138,0.9768665,0.093587,1.12315,0.29194,1.16745,0.4388
0,0,2,18,14,421,36,1,0.9143876,0.0569341,0.9610013,0.6393674,0.9514947,0.0890476,1.36443,0.28014,1.4198,0.43815
0,0,2,18,15,384,41,1,0.89309,0.0508473,0.9612294,0.6145788,0.9291122,0.0827352,1.57788,0.26583,1.64152,0.43254
0,0,2,18,16,342,35,3,0.89721,0.0456207,0.9600799,0.5900447,0.934516,0.0773174,1.64575,0.25276,1.71418,0.42837
0,0,2,18,17,304,36,0,0.8815789,0.0402182,0.9620128,0.5676306,0.91639,0.0708529,1.85314,0.23832,1.92632,0.41986
0,0,2,18,18,268,26,2,0.9026217,0.0363019,0.9628397,0.5465373,0.937458,0.0664216,1.81438,0.22716,1.88441,0.41563
0,0,2,18,19,240,20,2,0.916318,0.0332641,0.9626823,0.5261417,0.9518384,0.0632226,1.79118,0.21807,1.86062,0.41447
0,0,2,18,20,218,25,5,0.8839907,0.0294051,0.9591196,0.5046329,0.9216689,0.0582703,2.18146,0.20598,2.27444,0.40817
0,0,2,18,21,188,7,181,NA,NA,0.9592975,0.4840931,NA,NA,NA,NA,NA,NA
0,0,2,19,1,7050,4122,5,0.4151117,0.4151117,0.9731729,0.9731729,0.426555,0.426555,0.58695,0.58695,0.60313,0.60313
0,0,2,19,2,2923,1116,2,0.6180698,0.256568,0.975706,0.9495306,0.633459,0.2702051,0.89882,0.5204,0.9212,0.54806
0,0,2,19,3,1805,405,1,0.7755611,0.1989842,0.9749477,0.9257427,0.7954899,0.2149455,0.98215,0.47581,1.00739,0.51397
0,0,2,19,4,1399,211,2,0.8490701,0.1689515,0.9750092,0.9026077,0.8708329,0.1871816,0.95743,0.44666,0.98197,0.49486
0,0,2,19,5,1186,148,2,0.8751055,0.1478504,0.973904,0.8790532,0.8985542,0.1681928,0.96038,0.42322,0.98611,0.48145
0,0,2,19,6,1036,114,2,0.8898551,0.1315654,0.9720858,0.8545151,0.915408,0.153965,0.97313,0.40315,1.00108,0.47179
0,0,2,19,7,920,102,1,0.8890701,0.1169709,0.9707769,0.8295435,0.9158336,0.1410063,1.03566,0.38345,1.06683,0.46225
0,0,2,19,8,817,70,0,0.9143207,0.1069489,0.9691587,0.8039594,0.9434169,0.1330278,0.97921,0.36883,1.01037,0.45877
0,0,2,19,9,747,80,0,0.892905,0.0954952,0.9665954,0.7771034,0.9237629,0.1228861,1.13143,0.35086,1.17053,0.4515
0,0,2,19,10,667,66,2,0.9009009,0.0860317,0.9655551,0.7503361,0.9330394,0.1146576,1.15781,0.33487,1.19911,0.44629
0,0,2,19,11,599,58,1,0.9030911,0.0776945,0.965108,0.7241554,0.935741,0.1072898,1.20925,0.31981,1.25297,0.44163
0,0,2,19,12,540,55,0,0.8981481,0.0697812,0.9622001,0.6967824,0.9334318,0.1001477,1.30155,0.30452,1.35268,0.43704
0,0,2,19,13,485,52,0,0.8927835,0.0622995,0.9618731,0.6702162,0.9281718,0.0929543,1.40486,0.289,1.46055,0.43121
0,0,2,19,14,433,32,1,0.9260116,0.05769,0.9615177,0.6444247,0.9630729,0.0895217,1.25863,0.27887,1.309,0.43275
0,0,2,19,15,400,40,1,0.8998748,0.0519138,0.9591066,0.618072,0.9382428,0.0839931,1.50177,0.26548,1.5658,0.42954
0,0,2,19,16,359,38,0,0.8941504,0.0464187,0.9597889,0.5932186,0.9316116,0.078249,1.62369,0.2519,1.69171,0.42464
0,0,2,19,17,321,27,2,0.915625,0.0425022,0.957605,0.5680691,0.9561615,0.0748187,1.55378,0.24166,1.62257,0.42541
0,0,2,19,18,292,23,4,0.9206897,0.0391313,0.9543829,0.5421554,0.9646963,0.0721773,1.5868,0.23249,1.66265,0.42883
0,0,2,19,19,265,32,7,0.8776291,0.0343428,0.9526743,0.5164976,0.9212267,0.0664916,2.02656,0.21891,2.12723,0.42384
0,0,2,19,20,226,8,218,NA,NA,0.9517076,0.4915546,NA,NA,NA,NA,NA,NA
0,0,2,20,1,7012,4090,8,0.4163813,0.4163813,0.9722226,0.9722226,0.4282777,0.4282777,0.58886,0.58886,0.60569,0.60569
0,0,2,20,2,2914,1119,3,0.615794,0.2564051,0.9753139,0.9482222,0.6313803,0.2704061,0.90129,0.52185,0.92411,0.55035
0,0,2,20,3,1792,431,0,0.7594866,0.1947362,0.9758385,0.9253118,0.7782913,0.2104547,1.00963,0.47339,1.03462,0.5116
0,0,2,20,4,1361,198,0,0.8545187,0.1664058,0.9753538,0.9025063,0.8761116,0.1843818,0.95573,0.44528,0.97988,0.49338
0,0,2,20,5,1163,168,1,0.8554839,0.1423574,0.9744619,0.8794581,0.8779038,0.1618695,1.03126,0.4178,1.05829,0.47507
0,0,2,20,6,994,110,0,0.889336,0.1266036,0.9735356,0.8561837,0.9135116,0.1478697,0.99505,0.39765,1.02209,0.46445
0,0,2,20,7,884,86,1,0.9026599,0.11428,0.9726291,0.8327492,0.9280617,0.1372322,0.99725,0.3805,1.02532,0.45692
0,0,2,20,8,797,70,1,0.9121155,0.1042366,0.9711893,0.8087571,0.9391738,0.1288849,1.0032,0.36551,1.03296,0.45194
0,0,2,20,9,726,61,1,0.9159201,0.0954723,0.9702038,0.7846592,0.9440492,0.1216736,1.03028,0.35158,1.06192,0.44807
0,0,2,20,10,664,59,0,0.9111446,0.0869891,0.9686597,0.7600678,0.940624,0.1144492,1.10421,0.33724,1.13994,0.4437
0,0,2,20,11,605,50,1,0.917287,0.079794,0.9657826,0.7340602,0.9497863,0.1087022,1.12032,0.32433,1.16001,0.44184
0,0,2,20,12,554,56,4,0.8985507,0.0716989,0.9660347,0.7091276,0.9301434,0.1011087,1.28507,0.30894,1.33025,0.43567
0,0,2,20,13,494,49,0,0.9008097,0.0645871,0.966015,0.6850279,0.9325008,0.0942839,1.34489,0.29453,1.39221,0.42996
0,0,2,20,14,445,53,1,0.8807649,0.0568861,0.9640917,0.6604297,0.9135696,0.0861349,1.53708,0.27776,1.59433,0.42058
0,0,2,20,15,391,26,2,0.9333333,0.0530936,0.9653119,0.6375207,0.9668723,0.0832815,1.26311,0.26902,1.3085,0.42197
0,0,2,20,16,363,32,2,0.9116022,0.0484003,0.9628274,0.6138224,0.9467971,0.0788506,1.492,0.25771,1.5496,0.41985
0,0,2,20,17,329,30,2,0.9085366,0.0439734,0.9610304,0.589902,0.9453775,0.0745436,1.59169,0.24649,1.65623,0.41785
0,0,2,20,18,297,25,8,0.9146758,0.0402214,0.9582403,0.5652679,0.9545369,0.0711546,1.63206,0.2366,1.70318,0.41857
0,0,2,20,19,264,14,250,NA,NA,0.9568524,0.5408779,NA,NA,NA,NA,NA,NA
0,0,2,21,1,7272,4271,6,0.4124364,0.4124364,0.9715191,0.9715191,0.4245273,0.4245273,0.57739,0.57739,0.59432,0.59432
0,0,2,21,2,2995,1148,1,0.6166305,0.2543208,0.9748712,0.947106,0.6325251,0.2685241,0.8885,0.51093,0.91141,0.53946
0,0,2,21,3,1846,407,1,0.7794636,0.1982338,0.974824,0.9232617,0.7995942,0.2147103,0.96512,0.46781,0.99004,0.5067
0,0,2,21,4,1438,242,1,0.8316522,0.1648616,0.9739622,0.899222,0.8538855,0.183338,0.98689,0.43548,1.01328,0.48428
0,0,2,21,5,1195,150,0,0.874477,0.1441677,0.9730189,0.87496,0.8987256,0.1647706,0.95841,0.41229,0.98499,0.47121
0,0,2,21,6,1045,107,1,0.8975586,0.1293989,0.9721571,0.8505986,0.923265,0.1521269,0.93824,0.394,0.96511,0.46321
0,0,2,21,7,937,99,1,0.8942872,0.1157198,0.9703924,0.8254144,0.9215728,0.140196,1.00473,0.37557,1.03538,0.45501
0,0,2,21,8,837,82,1,0.9019725,0.1043761,0.9689405,0.7997774,0.9308854,0.1305064,1.02811,0.35904,1.06106,0.44892
0,0,2,21,9,754,81,4,0.8922872,0.0931335,0.9692127,0.7751544,0.920631,0.1201483,1.13052,0.34141,1.16643,0.44044
0,0,2,21,10,669,66,0,0.9013453,0.0839454,0.9681417,0.7504594,0.9310055,0.1118587,1.1529,0.32592,1.19084,0.43429
0,0,2,21,11,603,41,1,0.9319502,0.0782329,0.9678694,0.7263466,0.9628884,0.1077074,1.02596,0.31572,1.06002,0.43466
0,0,2,21,12,561,50,2,0.9107143,0.0712479,0.9654827,0.7012751,0.9432735,0.1015976,1.205,0.30259,1.24808,0.43148
0,0,2,21,13,509,38,0,0.9253438,0.0659288,0.9641648,0.6761448,0.9597361,0.0975069,1.165,0.29204,1.2083,0.43192
0,0,2,21,14,471,40,3,0.914803,0.0603118,0.9640226,0.6518189,0.9489435,0.0925285,1.28842,0.28034,1.33651,0.43009
0,0,2,21,15,428,39,2,0.9086651,0.0548033,0.9619358,0.6270079,0.9446214,0.0874044,1.39414,0.26825,1.44931,0.42783
0,0,2,21,16,387,33,4,0.9142857,0.0501058,0.9605581,0.6022776,0.9518276,0.0831939,1.42671,0.25742,1.4853,0.42741
0,0,2,21,17,350,31,9,0.910275,0.0456101,0.9578787,0.5769089,0.950303,0.0790594,1.53751,0.24666,1.60512,0.42756
0,0,2,21,18,310,14,296,NA,NA,0.9566263,0.5518862,NA,NA,NA,NA,NA,NA
0,0,2,22,1,7374,4292,7,0.4176786,0.4176786,0.9716734,0.9716734,0.4298549,0.4298549,0.57445,0.57445,0.5912,0.5912
0,0,2,22,2,3075,1190,1,0.6129452,0.2560141,0.9753217,0.9476941,0.6284544,0.2701442,0.87844,0.50853,0.90066,0.53659
0,0,2,22,3,1884,437,3,0.7678619,0.1965835,0.9742522,0.9232931,0.7881552,0.2129156,0.97308,0.46318,0.99879,0.50166
0,0,2,22,4,1444,226,3,0.8433276,0.1657842,0.9731815,0.8985318,0.8665676,0.1845057,0.95705,0.43356,0.98343,0.48252
0,0,2,22,5,1215,160,3,0.86815,0.1439256,0.9719435,0.8733221,0.8932103,0.1648024,0.97122,0.40939,0.99926,0.46877
0,0,2,22,6,1052,116,1,0.8896814,0.1280479,0.9706826,0.8477186,0.9165524,0.15105,0.96613,0.38987,0.99531,0.4599
0,0,2,22,7,935,83,1,0.9111825,0.116675,0.9690729,0.8215011,0.940262,0.1420266,0.9306,0.37469,0.9603,0.45611
0,0,2,22,8,851,96,2,0.8870588,0.1034976,0.9683916,0.7955348,0.9160125,0.1300982,1.08566,0.35569,1.12109,0.44711
0,0,2,22,9,753,76,1,0.8990033,0.0930447,0.9662977,0.7687234,0.9303586,0.1210379,1.09845,0.33938,1.13676,0.44148
0,0,2,22,10,676,61,1,0.9096965,0.0846424,0.9668836,0.743266,0.9408543,0.1138791,1.10278,0.32533,1.14055,0.43771
0,0,2,22,11,614,58,1,0.9054605,0.0766404,0.9657755,0.7178281,0.9375476,0.106767,1.18123,0.31108,1.22309,0.43337
0,0,2,22,12,555,51,1,0.9080252,0.0695914,0.9643414,0.6922313,0.9416015,0.100532,1.22725,0.29772,1.27263,0.43009
0,0,2,22,13,503,47,1,0.9064677,0.0630823,0.9646712,0.6677756,0.9396649,0.0944664,1.29894,0.28461,1.34651,0.4262
0,0,2,22,14,455,35,2,0.9229075,0.0582192,0.962675,0.6428509,0.9586906,0.090564,1.25186,0.27428,1.3004,0.42667
0,0,2,22,15,418,41,3,0.9015606,0.0524881,0.9603881,0.6173864,0.9387461,0.0850166,1.45974,0.26148,1.51994,0.42352
0,0,2,22,16,374,49,6,0.8679245,0.0455557,0.9584572,0.5917384,0.9055433,0.0769863,1.75778,0.24498,1.83397,0.414
0,0,2,22,17,319,10,309,NA,NA,0.9585579,0.5672155,NA,NA,NA,NA,NA,NA
0,0,2,23,1,7558,4379,10,0.4202304,0.4202304,0.9711412,0.9711412,0.4327181,0.4327181,0.56795,0.56795,0.58483,0.58483
0,0,2,23,2,3169,1138,2,0.6407828,0.2692764,0.9749602,0.946824,0.65724,0.2843996,0.8524,0.51064,0.87429,0.53932
0,0,2,23,3,2029,456,3,0.7750925,0.2087141,0.974315,0.9225049,0.7955255,0.2262472,0.92725,0.46797,0.9517,0.50728
0,0,2,23,4,1570,258,3,0.8355116,0.1743831,0.9738926,0.8984207,0.8579094,0.1940996,0.93606,0.43709,0.96115,0.48651
0,0,2,23,5,1309,190,1,0.8547956,0.1490619,0.9729955,0.8741593,0.8785195,0.1705203,0.97394,0.41041,1.00098,0.46949
0,0,2,23,6,1118,113,0,0.8989267,0.1339957,0.9715259,0.8492685,0.9252729,0.1577778,0.90149,0.39264,0.92791,0.46233
0,0,2,23,7,1005,99,2,0.9013944,0.120783,0.9706192,0.8243163,0.9286797,0.146525,0.9409,0.37571,0.96938,0.45578
0,0,2,23,8,904,91,2,0.8992248,0.108611,0.9676529,0.797652,0.9292845,0.1361634,1.00177,0.35886,1.03526,0.4499
0,0,2,23,9,811,78,2,0.9037037,0.0981522,0.9682083,0.7722933,0.9333774,0.1270919,1.03651,0.34329,1.07055,0.4445
0,0,2,23,10,731,62,4,0.914952,0.0898046,0.9677881,0.7474162,0.9454053,0.1201533,1.03316,0.33006,1.06755,0.4416
0,0,2,23,11,665,50,3,0.924642,0.0830371,0.9665782,0.7224363,0.9566138,0.1149403,1.02478,0.31876,1.06021,0.44123
0,0,2,23,12,612,53,1,0.9133279,0.0758401,0.9661565,0.6979865,0.9453209,0.1086555,1.13777,0.30608,1.17763,0.43851
0,0,2,23,13,558,59,2,0.8940754,0.0678067,0.9649879,0.6735485,0.9265147,0.1006709,1.30394,0.29098,1.35125,0.432
0,0,2,23,14,497,51,5,0.8968655,0.0608135,0.9637415,0.6491266,0.930608,0.0936852,1.36767,0.27695,1.41913,0.42666
0,0,2,23,15,441,38,11,0.912744,0.0555072,0.9633606,0.625343,0.9474583,0.0887628,1.35232,0.26583,1.40375,0.42509
0,0,2,23,16,392,16,376,NA,NA,0.9623834,0.6018197,NA,NA,NA,NA,NA,NA
0,0,2,24,1,7567,4270,7,0.4354466,0.4354466,0.9708452,0.9708452,0.4485231,0.4485231,0.57011,0.57011,0.58723,0.58723
0,0,2,24,2,3290,1200,3,0.635092,0.2765486,0.9743308,0.9459244,0.6518238,0.2923581,0.83948,0.51451,0.8616,0.54393
0,0,2,24,3,2087,460,0,0.7795879,0.215594,0.9733606,0.9207256,0.800924,0.2341566,0.90738,0.47313,0.93221,0.51387
0,0,2,24,4,1627,265,3,0.8369732,0.1804464,0.9720557,0.8949965,0.8610342,0.2016168,0.9162,0.44253,0.94254,0.49445
0,0,2,24,5,1359,184,2,0.8645066,0.1559971,0.9710379,0.8690756,0.8902913,0.1794977,0.92874,0.41767,0.95644,0.48059
0,0,2,24,6,1173,139,4,0.881298,0.1374799,0.9706421,0.8435613,0.9079537,0.1629756,0.94517,0.39652,0.97376,0.47006
0,0,2,24,7,1030,99,2,0.9037901,0.124253,0.9686545,0.8171195,0.9330366,0.1520622,0.91926,0.38,0.949,0.46505
0,0,2,24,8,929,81,0,0.9128095,0.1134193,0.96838,0.7912822,0.9426149,0.1433361,0.92559,0.36544,0.95581,0.46183
0,0,2,24,9,848,78,3,0.9078559,0.1029684,0.9672357,0.7653564,0.9386087,0.1345365,0.9941,0.3504,1.02777,0.45783
0,0,2,24,10,767,72,2,0.9060052,0.0932899,0.9653095,0.7388058,0.9385645,0.1262712,1.05439,0.33552,1.09229,0.45413
